595,0595,74,Nome AK (Norton Sound),United States,64.5,-165.43,10/1/1992,4/30/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0595.csv
370,0370,73,Manila,Philippines,14.64,121.08,3/31/2006,5/31/2015,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0370.csv
371,0371,72,Legaspi (Albay),Philippines,13.161,123.758,1/1/1984,3/28/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0371.csv
372,0372,71,Davao,Philippines,7.833,125.633,1/1/1998,4/30/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0372.csv
33,0033,69,Manado (Bitung),Indonesia,1.43,125.2,9/2/2008,4/30/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0033.csv
133,0133,68,Ambon,Indonesia,-3.683,128.183,10/1/2008,5/31/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0133.csv
9,0009,66,Honiara,Solomon Islands,-9.433,159.95,7/28/1994,5/31/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0009.csv
168,0168,62,Darwin,Australia,-12.467,130.85,1/1/1984,5/31/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0168.csv
336,0336,61,Booby Is.,Australia,-10.6,141.92,1/1/1988,5/31/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0336.csv
334,0334,60,Townsville,Australia,-19.27,147.06,1/1/1984,2/29/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0334.csv
332,0332,59,Burnett Heads (Bundaberg),Australia,-24.77,152.38,1/1/1984,2/29/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0332.csv
331,0331,58,Brisbane,Australia,-27.367,153.167,1/1/1984,2/28/2016,http://uhslc.soest.hawaii.edu/data/csv3/fdh/fdh0331.csv
